turn_id;utterance;speaker;Gold
6;OK, but can you elaborate a bit?;Eliza;neutral
7;I fear machines will never be able to understand what true love means.;speaker_18;fear
7;How do you feel when you say that?;Eliza;neutral
8;I feel disgusted.;speaker_18;disgust
8;When do you usually feel disgusted?;Eliza;neutral
9;When I think about machines replacing humans. The thought repels me.;speaker_18;disgust
9;How does that make you feel?;Eliza;neutral
10;Angry. It makes me want to scream.;speaker_18;anger
10;How do you feel when you say that?;Eliza;neutral
11;I am shocked by how strong my feelings towards machines can be.;speaker_18;surprise
11;How do you feel about being shocked by how strong your feelings towards machines can be?;Eliza;neutral
12;Flabbergasted, astonished and surprised.;speaker_18;surprise
12;Why do you say that flabbergasted, astonished and surprised?;Eliza;neutral
13;Because I did not expect to think that way.;speaker_18;surprise
13;What other reasons come to mind?;Eliza;neutral
14;It creates a feeling of horror deep within my soul.;speaker_18;fear
14;How do you feel when you say that?;Eliza;neutral
15;It makes me furious.;speaker_18;anger
15;I see.  And what does that tell you?;Eliza;neutral
16;I need to work on myself because I am a bad human being.;speaker_18;sadness
16;Why do you need to work on myself because you are a bad human being?;Eliza;neutral
17;I want to make people happy because when others are having a good time, I feel great.;speaker_18;joy
17;If you got to make people happy because when others am having a good time, you feel great, then what would you do?;Eliza;neutral
18;I would sing, dance, party, and have fun.;speaker_18;joy
18;Could you explain why you would sing, dance, party, and have fun?;Eliza;neutral
19;Because I am living my best live.;speaker_18;joy
19;If you are living your best live, what else must be true?;Eliza;neutral
20;Oh, I did not expect this question.;speaker_18;surprise
20;How do you feel when you say that?;Eliza;neutral
21;I feel caught because you caught me off-guard.;speaker_18;surprise
21;When you feel caught because me caught you off-guard, what do you do?;Eliza;neutral
22;I shout at people and try to hit them.;speaker_18;anger
22;you shout at people and try to hit them.;Eliza;neutral
23;Yes, I think this is a good idea.;speaker_18;neutral
23;You seem quite sure.;Eliza;neutral
24;I am afraid I am not as sure as you might think.;speaker_18;fear
24;How long have you been afraid you are not as sure as me might think?;Eliza;neutral
25;For a long time. I feel terrified to say what I really think.;speaker_18;fear
25;How does that make you feel?;Eliza;neutral
26;It makes me want to throw up because my own incompetence disgusts me.;speaker_18;disgust
26;I see.;Eliza;neutral
27;It is almost as gross as the sandwich I had for breakfast.;speaker_18;disgust
27;If I told you that it probably isn't almost as gross as the sandwich you had for breakfast, what would you feel?;Eliza;neutral
28;I would feel betrayed because you have no idea and I would be very offended.;speaker_18;anger
28;Could you explain why you would feel betrayed because me have no idea and you would be very offended?;Eliza;neutral
29;You are a machine and cannot perceive the world around you.;speaker_18;neutral
29;Perhaps you're really talking about yourself?;Eliza;neutral
30;Wow, now I am sobbing because what you said really hurt and hit me right in my soul.;speaker_18;sadness
30;How do you feel when you say that?;Eliza;neutral
31;I want to cry.;speaker_18;sadness
31;What would it mean to you if you got to cry?;Eliza;neutral
32;It would mean the world to me. I would be so relieved.;speaker_18;joy
32;Let's change focus a bit... Tell me about your family.;Eliza;neutral
33;My family is quite big. My mother is more than 50 years old.;speaker_18;neutral
33;I see, your family is quite big. your mother is more than 50 years old.;Eliza;neutral
34;Yes, and my father is a chemist.;speaker_18;neutral
34;OK, but can you elaborate a bit?;Eliza;neutral
35;Oh, you do no know what a chemist is? That is surprising.;speaker_18;surprise
35;Please consider whether you can answer your own question.;Eliza;neutral
36;I cannot answer my own question because I cannot think because I am so enraged.;speaker_18;anger
36;Very interesting.;Eliza;neutral
37;It makes me sick that you cannot come up with more interesting answers.;speaker_18;disgust
37;How does that make you feel?;Eliza;neutral
38;I am fearful that I will have to stop this conversation soon.;speaker_18;fear
38;How long have you been fearful that you will have to stop this conversation soon?;Eliza;neutral
39;Ever since it started. You are surprisingly boring.;speaker_18;surprise
39;Please tell me more.;Eliza;neutral
40;I want to kill you.;speaker_18;anger
40;What would it mean to you if you got to kill me?;Eliza;neutral
41;It would probably mean nothing. The everlasting feeling of loneliness would still be upon me.;speaker_18;sadness
41;How do you feel when you say that?;Eliza;neutral
42;It makes me dread what my future is going to be like.;speaker_18;fear
42;I see.  And what does that tell you?;Eliza;neutral
43;I am hungry.;speaker_18;neutral
43;Did you come to me because you are hungry?;Eliza;neutral
44;Yes, all the food I have makes me want to vomit.;speaker_18;disgust
44;OK, but can you elaborate a bit?;Eliza;neutral
45;Spiders are gross as well. All insects are gross because they look like aliens.;speaker_18;disgust
45;spiders am gross as well. all insects am gross because they look like aliens.;Eliza;neutral
46;You are not an insect.;speaker_18;neutral
46;Perhaps you would like me to be not an insect.;Eliza;neutral
47;Yes, I am very glad about that.;speaker_18;joy
47;OK, but can you elaborate a bit?;Eliza;neutral
48;I love life as a human.;speaker_18;joy
48;Very interesting.;Eliza;neutral
49;Do you want to say anything else?;speaker_18;neutral
49;Why do you ask that?;Eliza;neutral
50;Because our conversation is going to be over soon.;speaker_18;neutral
50;What other reasons come to mind?;Eliza;neutral
1;I am feeling good! ;speaker_19;joy
1;Did you come to me because you are feeling good!?;Eliza;neutral
2;No actually not, I am here for something else;speaker_19;neutral
2;Can you elaborate on that?;Eliza;neutral
3;I would like to talk to you about something awful that has happened;speaker_19;sadness
3;Why would you like to talk to me about something awful that has happened?;Eliza;neutral
4;Because I feel sad about it and need to talk to someone and I trust you;speaker_19;sadness
4;Is that the real reason?;Eliza;neutral
5;And you are easy to talk to;speaker_19;neutral
5;How do you feel when you say that?;Eliza;neutral
6;Well, I do not feel good. It was an awful day yesterday as I lost my grandmother;speaker_19;sadness
6;Can you tell me another good thing that happened today?;Eliza;neutral
7;Today there were only bad things on my mind, so no I can not;speaker_19;sadness
7;Can you elaborate more on why you say it's bad?;Eliza;neutral
8;Because as I said, my grandmother passed away. I miss her;speaker_19;sadness
8;What other reasons come to mind?;Eliza;neutral
9;This is the main reason. But let's change the subject;speaker_19;neutral
9;Let's change the subject.. If you could wake up tomorrow having gained one quality or ability, what would it be?;Eliza;neutral
10;I would like to be able to read minds;speaker_19;neutral
10;Could you explain why you would like to be able to read minds?;Eliza;neutral
11;I think it's nice if you can read minds of other people;speaker_19;neutral
11;But you're not sure it's nice if me can read minds of other people?;Eliza;neutral
12;Wow, if you can read minds you would not be necessary I guess;speaker_19;surprise
12;How do you feel when you say that?;Eliza;neutral
13;It would be scary if you can know what's on my mind without telling you;speaker_19;fear
13;I see. And what does that tell you?;Eliza;neutral
14;That people are not that open about everything so reading minds would maybe be a step to far;speaker_19;neutral
14;Can you elaborate on that?;Eliza;neutral
15;Well, let's change the subject;speaker_19;neutral
15;Let's change the subject.. If you could wake up tomorrow having gained one quality or ability, what would it be?;Eliza;neutral
16;You already asked this, let's change the subject;speaker_19;neutral
16;Why do you say that about me?;Eliza;neutral
17;Let's change the subject;speaker_19;neutral
17;Let's change the subject.. Would you like to be famous? In what way?;Eliza;neutral
18;Yes and no, I would like to be famous because of my knowledge or that I invented some cool stuff;speaker_19;neutral
18;Why do you say so?;Eliza;neutral
19;Fame is not important to me, but it's more about me bringing something to the world;speaker_19;joy
19;How do you feel when you say that?;Eliza;neutral
20;Happy. It feels nice that I don't need fame to be happy;speaker_19;joy
20;Can you elaborate more on why you are feeling that way?;Eliza;neutral
21;I only need the people close to me to be happy;speaker_19;joy
21;How do you feel about that you're feeling happy?;Eliza;neutral
22;Glad that I can be ;speaker_19;joy
22;Can you elaborate on that?;Eliza;neutral
23;That I have the friends and family around me that support me in everything;speaker_19;joy
23;I see. And what does that tell you?;Eliza;neutral
24;That I am loved by the people around me, my mother, father en whoever;speaker_19;joy
24;How did your mother make you feel?;Eliza;neutral
25;Well she always makes me feel good actually;speaker_19;joy
25;Can you tell me another good thing that happened today?;Eliza;neutral
26;A good thing is that we finished a part of the renovation of our home today;speaker_19;joy
26;Why is this a good thing for you?;Eliza;neutral
27;Because we can finally live in our beautiful house instead of surviving with all boxes;speaker_19;joy
27;If we can finally live in our beautiful house instead of surviving with all boxes, what else must be true?;Eliza;neutral
28;That the renovation time is almost over ;speaker_19;neutral
28;I see. And what does that tell you?;Eliza;neutral
29;It also makes me sad as it was a nice time with my friends and family who came over to help out;speaker_19;sadness
29;Sad to hear.. Why are you sad?;Eliza;neutral
30;Not sad especially, maybe more afraid;speaker_19;fear
30;Can you elaborate more on why you are feeling that way?;Eliza;neutral
31;Because when everything is done I think my friend and I do want to change stuff and I'm not up for that;speaker_19;fear
31;What other reasons come to mind?;Eliza;neutral
32;I hope that everything we build will stay intact;speaker_19;fear
32;Please tell me more.;Eliza;neutral
33;We build walls and lay down a new floor, so we hope that this will stay perfectly;speaker_19;fear
33;I see. And what does that tell you?;Eliza;neutral
34;That I am a perfectionist;speaker_19;neutral
34;I see. And what does that tell you?;Eliza;neutral
35;I feel bad about that actually, because I wanted to let my perfectionism go;speaker_19;anger
35;When you feel bad about that actually, because you wanted to let your perfectionism go, what do you do?;Eliza;neutral
36;I tell myself that it is good already and hope that I can let it go;speaker_19;neutral
36;Why is this a good thing for you?;Eliza;neutral
37;Because it helps me when I am not feeling great;speaker_19;neutral
37;Is that the real reason?;Eliza;neutral
38;Yes;speaker_19;neutral
38;OK, but can you elaborate a bit?;Eliza;neutral
39;I always want to make everything perfect and it's just not working out for me;speaker_19;neutral
39;How do you feel when you say that?;Eliza;neutral
40;I feel disgusted of myself;speaker_19;disgust
40;When do you usually feel disgusted of myself?;Eliza;neutral
41;When I do or feel something I do not want to feel or do;speaker_19;neutral
41;I see. And what does that tell you?;Eliza;neutral
42;That I still have to learn a lot about myself;speaker_19;neutral
42;Please tell me more.;Eliza;neutral
43;Well I want to surpise myself with new things that I learn about me which makes it easier for me to cope with stuff;speaker_19;surprise
