ID	Tweet	Label	Score
20464	@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. 	fear	0.542
20465	Haven't gotten one hour of sleep... Today is going to be a fun day 😐 	fear	0.542
20466	Bayern Munich pitch is horrific	fear	0.542
20467	@IPES_44 Mourinho is horrid	fear	0.542
20468	@ChowdharyMahima Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism.	fear	0.542
20469	@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2	fear	0.542
20470	@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness #terrible	fear	0.542
20471	#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!	fear	0.542
20472	@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.	fear	0.542
20473	I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.	fear	0.540
20474	You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic	fear	0.540
20475	On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?	fear	0.540
20476	In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. 	fear	0.540
20477	@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully	fear	0.536
20478	#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear	fear	0.531
20479	#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole	fear	0.521
20480	@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking	fear	0.521
20481	People’s deepest passions often scare them too much to admit, even to themselves.	fear	0.521
20482	a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain	fear	0.521
20483	@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does	fear	0.521
20484	@siomo @NEWSTALK1010 20 says he gets reelected.....  #be #afraid	fear	0.521
20485	@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..	fear	0.521
20486	Man Utd are shambles that was horrific 😭😭😭	fear	0.521
20487	False alarm, she's not coming out today 😞	fear	0.521
20488	3years today marks the anniversary of that horrid Westgate Attack in Nairobi. My heart out to all those of us who lost our family &amp; friends🕯	fear	0.521
20489	Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.	fear	0.521
20490	Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor	fear	0.521
20491	@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!	fear	0.521
20492	dread pitt	fear	0.521
20493	@tbergg1 mine are good rn, gonna be horrid after next week	fear	0.521
20494	you come running back to me saying how much you miss me then cower away when we acc try a friendship 👍🏼	fear	0.521
20495	@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully	fear	0.521
20496	When my life became such a concern to irrelevant ass people I'll never know	fear	0.521
20497	When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly	fear	0.521
20498	God we need a new goal keeper! They’re both horrific.	fear	0.521
20499	Thought I left that part of life behind me\nIt's back to haunt every girl that loves me	fear	0.521
20500	I hate that if I don't start the conversation, there won't be one.	fear	0.521
20501	Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.	fear	0.521
20502	We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer	fear	0.521
20503	#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees	fear	0.521
20504	@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale	fear	0.521
20505	@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror	fear	0.521
20506	@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect	fear	0.521
20507	@TenPercent @emmajtracey @MetroUK not at all surprised unf, getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic	fear	0.521
20508	@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details. #terrible #customerexperience	fear	0.521
20509	i've been rooting for him since the beginning #anxiety #BB18	fear	0.521
20510	i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. 	fear	0.521
20511	@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!	fear	0.521
20512	What a horrible track lakeside is 😳😳😴😴	fear	0.521
20513	@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠	fear	0.521
20514	Have to say that third City kit is fucking awful. Someone at Nike wants shooting.	fear	0.521
20515	@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money	fear	0.521
20516	#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger	fear	0.521
20517	@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?	fear	0.521
20518	Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.	fear	0.521
20519	Val is the type of woman you would dread bringing a donation for the bake sale #GBBO	fear	0.521
20520	@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy	fear	0.521
20521	@saltmage I find it less daunting if I know one person at least!	fear	0.521
20522	@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything 	fear	0.521
20523	@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted	fear	0.521
20524	@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered 	fear	0.521
20525	Caballero's passing remains absolutely dreadful I see!	fear	0.520
20526	Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare	fear	0.519
20527	Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.	fear	0.517
20528	@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers	fear	0.500
20529	Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS	fear	0.500
20530	@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump 	fear	0.500
20531	a #monster is only a #monster if you view him through #fear	fear	0.500
20532	@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n	fear	0.500
20533	I was so shy freshman year this guy introduced himself to me by asking if I spoke any English	fear	0.500
20534	My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help 	fear	0.500
20535	Still salty about that fire alarm at 2am this morning.	fear	0.500
20536	#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity..	fear	0.500
20537	I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion	fear	0.500
20538	#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward 	fear	0.500
20539	Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.	fear	0.500
20540	Who's afraid of the clowns???\ncomment down there....	fear	0.500
20541	Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times	fear	0.500
20542	We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support	fear	0.500
20543	That last minute was like watching a horror show #GBBO 😥	fear	0.500
20544	That old lady is cray cray #scared #BellaIsSoCute  #Empire	fear	0.500
20545	Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor	fear	0.500
20546	It were during the past's mistakes- similar to terror was pretty remarkable.	fear	0.500
20547	Late night #thoughts. Feeling .	fear	0.500
20548	@hotpatooties more like quickie divorce #awful	fear	0.500
20549	Jk I'm not a loner just really shy 😅	fear	0.500
20550	i wanna passion and fear	fear	0.500
20551	@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested	fear	0.500
20552	If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow	fear	0.500
20553	Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations	fear	0.500
20554	Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful 😩😩😩	fear	0.500
20555	@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary 😕	fear	0.500
20556	Sickness bug! 	fear	0.500
20557	sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?	fear	0.500
20558	I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh	fear	0.500
20559	#ntfc mourinho is worried,  bringing Ibra  and Rushford on. 	fear	0.500
20560	3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime	fear	0.500
20561	Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting	fear	0.500
20562	@GSchwartz_ it wasn't a joke . #bully	fear	0.500
20563	If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech	fear	0.500
